YEAR,DATE,VENUE,CITY/STATE,IMAGE URL,NET LINK
1992,May 8, 1992,The Riviera Theatre North Tonawanda,"Tonawanda, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-08-1992-the-riviera-theatre-north-tonawanda-ny-usa.html
1992,May 8, 1992,The Riviera Theatre North,"Tonawanda, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-08-1992-the-riviera-theatre-north-tonawanda-ny-usa.html
1992,May 9, 1992,The Syracuse Armory Syracuse,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-09-1992-the-syracuse-armory-syracuse-ny-usa.html
1992,May 9, 1992,The,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-09-1992-the-syracuse-armory-syracuse-ny-usa.html
1992,May 10, 1992,Campus Pond University Of Massachusetts Amherst,"Amherst, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-10-1992-campus-pond-university-of-massachusetts-amherst-ma-usa.html
1992,May 10, 1992,"Campus Pond, University Of Massachusetts","Amherst, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-10-1992-campus-pond-university-of-massachusetts-amherst-ma-usa.html
1992,May 12, 1992,St Lawrence University Canton,"Canton, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-12-1992-st-lawrence-university-canton-ny-usa.html
1992,May 12, 1992,St. Lawrence University,"Canton, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-12-1992-st-lawrence-university-canton-ny-usa.html
1992,May 14, 1992,The Capitol Theatre Port Chester,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-14-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,May 14, 1992,The Capitol Theatre Port,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-14-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,May 15, 1992,Lonestar Roadhouse New York,"New York, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-15-1992-lonestar-roadhouse-new-york-ny-usa.html
1992,May 15, 1992,Lonestar Roadhouse New,"New York, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-15-1992-lonestar-roadhouse-new-york-ny-usa.html
1992,May 16, 1992,The Orpheum Theatre Boston,"Boston, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-16-1992-the-orpheum-theatre-boston-ma-usa.html
1992,May 16, 1992,The Orpheum Theatre,"Boston, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-16-1992-the-orpheum-theatre-boston-ma-usa.html
1992,May 17, 1992,Achilles Rink Union College Schenectady,"Schenectady, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-17-1992-achilles-rink-union-college-schenectady-ny-usa.html
1992,May 17, 1992,"Achilles Rink, Union College","Schenectady, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-17-1992-achilles-rink-union-college-schenectady-ny-usa.html
1992,May 18, 1992,The Flynn Theatre Burlington,"Burlington, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-18-1992-the-flynn-theatre-burlington-vt-usa.html
1992,May 18, 1992,The Flynn Theatre,"Burlington, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-18-1992-the-flynn-theatre-burlington-vt-usa.html
1992,June 19, 1992,Stadtpark,"Stadtpark, HAMBURG",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-19-1992-stadtpark-hamburg-germany.html
1992,June 19, 1992,19 1992,"Stadtpark, HAMBURG",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-19-1992-stadtpark-hamburg-germany.html
1992,June 20, 1992,Waldbuhne,"Waldbuhne, NORTHEIM",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-20-1992-waldbuhne-northeim-germany.html
1992,June 20, 1992,20 1992,"Waldbuhne, NORTHEIM",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-20-1992-waldbuhne-northeim-germany.html
1992,June 23, 1992,Philipshalle,"Philipshalle, DSSELDORF",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-23-1992-philipshalle-dsseldorf-germany.html
1992,June 23, 1992,23 1992,"Philipshalle, DSSELDORF",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-23-1992-philipshalle-dsseldorf-germany.html
1992,June 24, 1992,Resi,"Resi, NREMBERG",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-24-1992-resi-nremberg-germany.html
1992,June 24, 1992,24 1992,"Resi, NREMBERG",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-24-1992-resi-nremberg-germany.html
1992,June 28, 1992,Roskilde Festival,"Festival, ROSKILDE",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-28-1992-roskilde-festival-roskilde-denmark.html
1992,June 28, 1992,28 1992 Roskilde,"Festival, ROSKILDE",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-28-1992-roskilde-festival-roskilde-denmark.html
1992,June 30, 1992,Elysee Montmartre,"Montmartre, PARIS",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-30-1992-elysee-montmartre-paris-france.html
1992,June 30, 1992,30 1992 Elysee,"Montmartre, PARIS",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-30-1992-elysee-montmartre-paris-france.html
1992,July 1, 1992,Ancienne Belgique,"Belgique, BRUSSELS",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-01-1992-ancienne-belgique-brussels-belgium.html
1992,July 1, 1992,01 1992 Ancienne,"Belgique, BRUSSELS",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-01-1992-ancienne-belgique-brussels-belgium.html
1992,July 3, 1992,Brixton Academy,"Academy, LONDON",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-03-1992-brixton-academy-london-england.html
1992,July 3, 1992,03 1992 Brixton,"Academy, LONDON",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-03-1992-brixton-academy-london-england.html
1992,July 9, 1992,Cumberland County Civic Center Portland,"Portland, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-09-1992-cumberland-county-civic-center-portland-me-usa.html
1992,July 9, 1992,Cumberland County Civic Center,"Portland, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-09-1992-cumberland-county-civic-center-portland-me-usa.html
1992,July 10, 1992,Empire Court Syracuse,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-10-1992-empire-court-syracuse-ny-usa.html
1992,July 10, 1992,Empire Court,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-10-1992-empire-court-syracuse-ny-usa.html
1992,July 11, 1992,Garden State Arts Center Holmdel,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-11-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,July 11, 1992,Garden State Arts Center,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-11-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,July 12, 1992,Jones Beach Amphitheater Wantagh,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-12-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,July 12, 1992,Jones Beach Amphitheater,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-12-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,July 14, 1992,The Boathouse Norfolk,"Norfolk, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-14-1992-the-boathouse-norfolk-va-usa.html
1992,July 14, 1992,The Boathouse,"Norfolk, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-14-1992-the-boathouse-norfolk-va-usa.html
1992,July 15, 1992,Trax Charlottesville,"Charlottesville, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-15-1992-trax-charlottesville-va-usa.html
1992,July 15, 1992,Trax,"Charlottesville, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-15-1992-trax-charlottesville-va-usa.html
1992,July 16, 1992,Flood Zone Richmond,"Richmond, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-16-1992-flood-zone-richmond-va-usa.html
1992,July 16, 1992,Flood Zone,"Richmond, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-16-1992-flood-zone-richmond-va-usa.html
1992,July 17, 1992,Merriweather Post Pavilion Columbia,"Columbia, MD",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-17-1992-merriweather-post-pavilion-columbia-md-usa.html
1992,July 17, 1992,Merriweather Post Pavilion,"Columbia, MD",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-17-1992-merriweather-post-pavilion-columbia-md-usa.html
1992,July 18, 1992,The Mann Center For The Performing Arts Philadelphia,"Philadelphia, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-18-1992-the-mann-center-for-the-performing-arts-philadelphia-pa-usa.html
1992,July 18, 1992,The Mann Center For The Performing Arts,"Philadelphia, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-18-1992-the-mann-center-for-the-performing-arts-philadelphia-pa-usa.html
1992,July 19, 1992,Garden State Arts Center Holmdel,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-19-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,July 19, 1992,Garden State Arts Center,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-19-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,July 21, 1992,Great Woods Center For The Performing Arts Mansfield,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-21-1992-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1992,July 21, 1992,Great Woods Center For The Performing Arts,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-21-1992-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1992,July 22, 1992,Holman Stadium Nashua,"Nashua, NH",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-22-1992-holman-stadium-nashua-nh-usa.html
1992,July 22, 1992,Holman Stadium,"Nashua, NH",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-22-1992-holman-stadium-nashua-nh-usa.html
1992,July 23, 1992,Mtv Studios New York,"New York, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-23-1992-mtv-studios-new-york-ny-usa.html
1992,July 23, 1992,MTV Studios New,"New York, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-23-1992-mtv-studios-new-york-ny-usa.html
1992,July 24, 1992,Jones Beach Amphitheater Wantagh,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-24-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,July 24, 1992,Jones Beach Amphitheater,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-24-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,July 25, 1992,Stowe Performing Arts Center Stowe,"Stowe, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-25-1992-stowe-performing-arts-center-stowe-vt-usa.html
1992,July 25, 1992,25 1992 Stowe Performing Arts Center,"Stowe, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-25-1992-stowe-performing-arts-center-stowe-vt-usa.html
1992,July 26, 1992,Big Birch Concert Pavilion Patterson,"Patterson, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-26-1992-big-birch-concert-pavilion-patterson-ny-usa.html
1992,July 26, 1992,Big Birch Concert Pavilion,"Patterson, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-26-1992-big-birch-concert-pavilion-patterson-ny-usa.html
1992,July 27, 1992,Saratoga Performing Arts Center Saratoga Springs,"Springs, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-27-1992-saratoga-performing-arts-center-saratoga-springs-ny-usa.html
1992,July 27, 1992,Saratoga Performing Arts Center Saratoga,"Springs, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-27-1992-saratoga-performing-arts-center-saratoga-springs-ny-usa.html
1992,July 28, 1992,Finger Lakes Performing Arts Center Canandaigua,"Canandaigua, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-28-1992-finger-lakes-performing-arts-center-canandaigua-ny-usa.html
1992,July 28, 1992,Finger Lakes Performing Arts Center,"Canandaigua, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-28-1992-finger-lakes-performing-arts-center-canandaigua-ny-usa.html
1992,July 30, 1992,Meadow Brook Music Festival Rochester Hills,"Hills, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-30-1992-meadow-brook-music-festival-rochester-hills-mi-usa.html
1992,July 30, 1992,Meadow Brook Music Festival Rochester,"Hills, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-30-1992-meadow-brook-music-festival-rochester-hills-mi-usa.html
1992,July 31, 1992,Blossom Music Center Cuyahoga Falls,"Falls, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-31-1992-blossom-music-center-cuyahoga-falls-oh-usa.html
1992,July 31, 1992,Blossom Music Center Cuyahoga,"Falls, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-31-1992-blossom-music-center-cuyahoga-falls-oh-usa.html
1992,August 1, 1992,Poplar Creek Music Center Hoffman Estates,"Estates, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-01-1992-poplar-creek-music-center-hoffman-estates-il-usa.html
1992,August 1, 1992,Poplar Creek Music Center Hoffman,"Estates, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-01-1992-poplar-creek-music-center-hoffman-estates-il-usa.html
1992,August 2, 1992,Riverport Amphitheater Maryland Heights,"Heights, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-02-1992-riverport-amphitheater-maryland-heights-mo-usa.html
1992,August 2, 1992,Riverport Amphitheater Maryland,"Heights, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-02-1992-riverport-amphitheater-maryland-heights-mo-usa.html
1992,August 13, 1992,Greek Theatre Los Angeles,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-13-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 13, 1992,Greek Theatre Los,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-13-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 14, 1992,Greek Theatre Los Angeles,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-14-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 14, 1992,Greek Theatre Los,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-14-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 15, 1992,Greek Theatre Los Angeles,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-15-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 15, 1992,Greek Theatre Los,"Angeles, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-15-1992-greek-theatre-los-angeles-ca-usa.html
1992,August 17, 1992,The Coach House San Juan Capistrano,"Capistrano, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-17-1992-the-coach-house-san-juan-capistrano-ca-usa.html
1992,August 17, 1992,The Coach House San Juan,"Capistrano, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-17-1992-the-coach-house-san-juan-capistrano-ca-usa.html
1992,August 19, 1992,Pima County Fairgrounds Tucson,"Tucson, AZ",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-19-1992-pima-county-fairgrounds-tucson-az-usa.html
1992,August 19, 1992,Pima County Fairgrounds,"Tucson, AZ",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-19-1992-pima-county-fairgrounds-tucson-az-usa.html
1992,August 20, 1992,Pan American Center Las Cruces,"Cruces, NM",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-20-1992-pan-american-center-las-cruces-nm-usa.html
1992,August 20, 1992,Pan American Center Las,"Cruces, NM",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-20-1992-pan-american-center-las-cruces-nm-usa.html
1992,August 23, 1992,Colorado State Fair Pueblo State Fairgrounds Pueblo,"Pueblo, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-23-1992-colorado-state-fair-pueblo-state-fairgrounds-pueblo-co-usa.html
1992,August 23, 1992,Colorado State Fair,"Pueblo, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-23-1992-colorado-state-fair-pueblo-state-fairgrounds-pueblo-co-usa.html
1992,August 24, 1992,Gerald Ford Amphitheater Vail,"Vail, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-24-1992-gerald-ford-amphitheater-vail-co-usa.html
1992,August 24, 1992,Gerald Ford Amphitheater,"Vail, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-24-1992-gerald-ford-amphitheater-vail-co-usa.html
1992,August 25, 1992,The Downs Santa Fe,"Fe, NM",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-25-1992-the-downs-santa-fe-nm-usa.html
1992,August 25, 1992,The Downs Santa,"Fe, NM",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-25-1992-the-downs-santa-fe-nm-usa.html
1992,August 27, 1992,Santa Barbara Bowl Santa Barbara,"Barbara, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-27-1992-santa-barbara-bowl-santa-barbara-ca-usa.html
1992,August 27, 1992,Santa,"Barbara, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-27-1992-santa-barbara-bowl-santa-barbara-ca-usa.html
1992,August 28, 1992,Concord Pavilion Concord,"Concord, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-28-1992-concord-pavilion-concord-ca-usa.html
1992,August 28, 1992,28 1992 Concord Pavilion,"Concord, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-28-1992-concord-pavilion-concord-ca-usa.html
1992,August 29, 1992,Shoreline Amphitheatre Mountain View,"View, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-29-1992-shoreline-amphitheatre-mountain-view-ca-usa.html
1992,August 29, 1992,Shoreline Amphitheatre Mountain,"View, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-29-1992-shoreline-amphitheatre-mountain-view-ca-usa.html
1992,August 30, 1992,Cal Expo Amphitheater Sacramento,"Sacramento, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-30-1992-cal-expo-amphitheater-sacramento-ca-usa.html
1992,August 30, 1992,Cal Expo Amphitheater,"Sacramento, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-august-30-1992-cal-expo-amphitheater-sacramento-ca-usa.html
1992,October 30, 1992,Boston Garden Boston,"Boston, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-30-1992-boston-garden-boston-ma-usa.html
1992,October 30, 1992,30 1992 Boston Garden,"Boston, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-30-1992-boston-garden-boston-ma-usa.html
1992,November 19, 1992,Ross Arena St Michaels College Colchester,"Colchester, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1992-ross-arena-st-michaels-college-colchester-vt-usa.html
1992,November 19, 1992,"Ross Arena, St. Michael'S College","Colchester, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1992-ross-arena-st-michaels-college-colchester-vt-usa.html
1992,November 20, 1992,Palace Theatre Albany,"Albany, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-20-1992-palace-theatre-albany-ny-usa.html
1992,November 20, 1992,Palace Theatre,"Albany, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-20-1992-palace-theatre-albany-ny-usa.html
1992,November 21, 1992,Pritchard Gym Sb Sports Complex Suny Stony Brook Stony Brook,"Brook, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-21-1992-pritchard-gym-sb-sports-complex-suny-stony-brook-stony-brook-ny-usa.html
1992,November 21, 1992,"Pritchard Gym, SB Sports Complex, SUNY Stony","Brook, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-21-1992-pritchard-gym-sb-sports-complex-suny-stony-brook-stony-brook-ny-usa.html
1992,November 22, 1992,Bailey Hall Cornell University Ithaca,"Ithaca, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-22-1992-bailey-hall-cornell-university-ithaca-ny-usa.html
1992,November 22, 1992,"Bailey Hall, Cornell University","Ithaca, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-22-1992-bailey-hall-cornell-university-ithaca-ny-usa.html
1992,November 23, 1992,Broome County Forum Binghamton,"Binghamton, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-23-1992-broome-county-forum-binghamton-ny-usa.html
1992,November 23, 1992,Broome County Forum,"Binghamton, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-23-1992-broome-county-forum-binghamton-ny-usa.html
1992,November 25, 1992,Keswick Theatre Glenside,"Glenside, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-25-1992-keswick-theatre-glenside-pa-usa.html
1992,November 25, 1992,Keswick Theatre,"Glenside, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-25-1992-keswick-theatre-glenside-pa-usa.html
1992,November 27, 1992,The Capitol Theatre Port Chester,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-27-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,November 27, 1992,The Capitol Theatre Port,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-27-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,November 28, 1992,The Capitol Theatre Port Chester,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-28-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,November 28, 1992,The Capitol Theatre Port,"Chester, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-28-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,November 30, 1992,Metropol Pittsburgh,"Pittsburgh, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-30-1992-metropol-pittsburgh-pa-usa.html
1992,November 30, 1992,Metropol,"Pittsburgh, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-30-1992-metropol-pittsburgh-pa-usa.html
1992,December 1, 1992,Livingston Gymnasium Denison University Granville,"Granville, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-01-1992-livingston-gymnasium-denison-university-granville-oh-usa.html
1992,December 1, 1992,"Livingston Gymnasium, Denison University","Granville, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-01-1992-livingston-gymnasium-denison-university-granville-oh-usa.html
1992,December 2, 1992,Newport Music Hall Columbus,"Columbus, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-02-1992-newport-music-hall-columbus-oh-usa.html
1992,December 2, 1992,Newport Music Hall,"Columbus, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-02-1992-newport-music-hall-columbus-oh-usa.html
1992,December 3, 1992,Bogarts Cincinnati,"Cincinnati, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-03-1992-bogarts-cincinnati-oh-usa.html
1992,December 3, 1992,Bogart'S,"Cincinnati, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-03-1992-bogarts-cincinnati-oh-usa.html
1992,December 4, 1992,Mississippi Nights St Louis,"Louis, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-04-1992-mississippi-nights-st-louis-mo-usa.html
1992,December 4, 1992,Mississippi Nights St.,"Louis, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-04-1992-mississippi-nights-st-louis-mo-usa.html
1992,December 5, 1992,The Vic Theatre Chicago,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-05-1992-the-vic-theatre-chicago-il-usa.html
1992,December 5, 1992,The Vic Theatre,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-05-1992-the-vic-theatre-chicago-il-usa.html
1992,December 6, 1992,The Vic Theatre Chicago,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-06-1992-the-vic-theatre-chicago-il-usa.html
1992,December 6, 1992,The Vic Theatre,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-06-1992-the-vic-theatre-chicago-il-usa.html
1992,December 7, 1992,First Avenue Minneapolis,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-07-1992-first-avenue-minneapolis-mn-usa.html
1992,December 7, 1992,First Avenue,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-07-1992-first-avenue-minneapolis-mn-usa.html
1992,December 8, 1992,Barrymore Theatre Madison,"Madison, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-08-1992-barrymore-theatre-madison-wi-usa.html
1992,December 8, 1992,Barrymore Theatre,"Madison, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-08-1992-barrymore-theatre-madison-wi-usa.html
1992,December 10, 1992,State Theater Kalamazoo,"Kalamazoo, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-10-1992-state-theater-kalamazoo-mi-usa.html
1992,December 10, 1992,State Theater,"Kalamazoo, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-10-1992-state-theater-kalamazoo-mi-usa.html
1992,December 11, 1992,Michigan Theater Ann Arbor,"Arbor, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-11-1992-michigan-theater-ann-arbor-mi-usa.html
1992,December 11, 1992,Michigan Theater Ann,"Arbor, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-11-1992-michigan-theater-ann-arbor-mi-usa.html
1992,December 12, 1992,The Spectrum Toronto,"Toronto, ONTARIO",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-12-1992-the-spectrum-toronto-ontario-canada.html
1992,December 12, 1992,12 1992 The Spectrum,"Toronto, ONTARIO",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-12-1992-the-spectrum-toronto-ontario-canada.html
1992,December 13, 1992,Le Spectrum Montral,"Montral, QUBEC",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-13-1992-le-spectrum-montral-qubec-canada.html
1992,December 13, 1992,13 1992 Le Spectrum,"Montral, QUBEC",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-13-1992-le-spectrum-montral-qubec-canada.html
1992,December 28, 1992,Palace Theatre New Haven,"Haven, CT",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-28-1992-palace-theatre-new-haven-ct-usa.html
1992,December 28, 1992,Palace Theatre New,"Haven, CT",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-28-1992-palace-theatre-new-haven-ct-usa.html
1992,December 29, 1992,Palace Theatre New Haven,"Haven, CT",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-29-1992-palace-theatre-new-haven-ct-usa.html
1992,December 29, 1992,Palace Theatre New,"Haven, CT",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-29-1992-palace-theatre-new-haven-ct-usa.html
1992,December 30, 1992,Symphony Hall Springfield,"Springfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-30-1992-symphony-hall-springfield-ma-usa.html
1992,December 30, 1992,Symphony Hall,"Springfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-30-1992-symphony-hall-springfield-ma-usa.html
1992,December 31, 1992,Matthews Arena Northeastern University Boston,"Boston, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-31-1992-matthews-arena-northeastern-university-boston-ma-usa.html
